anchor_role,anchor_status,answer_permission,can_answer_directly,can_prove_claims,citation_label,context_priority,excerpt,field_path,hit_class,human_review_required,manual_review_required,matched_part_number,module,opensearch_write_attempt,page_id,page_number,postgres_write_attempt,proof_role,proof_strength,qdrant_write_attempt,query_part_numbers,record_type,source_member,source_name,source_truth_mutation_allowed,unsafe_record,version,leiden_community_ids,anchor_aware_role,anchor_relation_type,anchor_context_priority,same_anchor_leiden_community,same_anchor_leiden_community_ids,anchor_aware_warnings
exact_reference_anchor,ANCHOR_INJECTED,False,False,False,E12,650.0,120-29073-001,tesseract_attempts[2].part_number_tokens[15],trusted_metadata_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,exact_metadata_candidate,exact_reference,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",exact_reference_anchor,exact_reference,800.0,False,[],[]
exact_reference_anchor,ANCHOR_INJECTED,False,False,False,E13,650.0,120-29073-001,part_number_tokens[3],trusted_metadata_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000343,343,False,exact_metadata_candidate,exact_reference,False,"[""120-29073-001""]",answer_context_anchor_record,00000343.tif,ocr_route_scan_pack,False,False,v1,"[""4"", ""tracenet_community_00004""]",exact_reference_anchor,exact_reference,800.0,True,"[""4"", ""tracenet_community_00004""]",[]
exact_reference_anchor,ANCHOR_INJECTED,False,False,False,E14,650.0,120-29073-001,tesseract_attempts[0].part_number_tokens[3],trusted_metadata_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000343,343,False,exact_metadata_candidate,exact_reference,False,"[""120-29073-001""]",answer_context_anchor_record,00000343.tif,ocr_route_scan_pack,False,False,v1,"[""4"", ""tracenet_community_00004""]",exact_reference_anchor,exact_reference,800.0,True,"[""4"", ""tracenet_community_00004""]",[]
exact_reference_anchor,ANCHOR_INJECTED,False,False,False,E15,650.0,120-29073-001,tesseract_attempts[1].part_number_tokens[3],trusted_metadata_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000343,343,False,exact_metadata_candidate,exact_reference,False,"[""120-29073-001""]",answer_context_anchor_record,00000343.tif,ocr_route_scan_pack,False,False,v1,"[""4"", ""tracenet_community_00004""]",exact_reference_anchor,exact_reference,800.0,True,"[""4"", ""tracenet_community_00004""]",[]
exact_reference_anchor,ANCHOR_INJECTED,False,False,False,E16,650.0,120-29073-001,tesseract_attempts[2].part_number_tokens[3],trusted_metadata_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000343,343,False,exact_metadata_candidate,exact_reference,False,"[""120-29073-001""]",answer_context_anchor_record,00000343.tif,ocr_route_scan_pack,False,False,v1,"[""4"", ""tracenet_community_00004""]",exact_reference_anchor,exact_reference,800.0,True,"[""4"", ""tracenet_community_00004""]",[]
exact_reference_anchor,ANCHOR_INJECTED,False,False,False,E9,650.0,120-29073-001,part_number_tokens[16],trusted_metadata_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,exact_metadata_candidate,exact_reference,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",exact_reference_anchor,exact_reference,800.0,False,[],[]
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E25,350.0,120-29073-005,part_number_tokens[3],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000346,346,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000346.tif,ocr_route_scan_pack,False,False,v1,"[""50"", ""tracenet_community_00050""]",same_anchor_community_variant,same_anchor_leiden_community_variant,700.0,True,"[""50"", ""tracenet_community_00050""]",[]
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E26,350.0,120-29073-005,tesseract_attempts[0].part_number_tokens[3],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000346,346,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000346.tif,ocr_route_scan_pack,False,False,v1,"[""50"", ""tracenet_community_00050""]",same_anchor_community_variant,same_anchor_leiden_community_variant,700.0,True,"[""50"", ""tracenet_community_00050""]",[]
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E27,350.0,120-29073-005,tesseract_attempts[1].part_number_tokens[3],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000346,346,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000346.tif,ocr_route_scan_pack,False,False,v1,"[""50"", ""tracenet_community_00050""]",same_anchor_community_variant,same_anchor_leiden_community_variant,700.0,True,"[""50"", ""tracenet_community_00050""]",[]
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E28,350.0,120-29073-005,tesseract_attempts[2].part_number_tokens[2],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000346,346,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000346.tif,ocr_route_scan_pack,False,False,v1,"[""50"", ""tracenet_community_00050""]",same_anchor_community_variant,same_anchor_leiden_community_variant,700.0,True,"[""50"", ""tracenet_community_00050""]",[]
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E17,350.0,120-29073-005,part_number_tokens[17],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",family_variant_anchor,part_family_variant,620.0,False,[],"[""family_variant_without_anchor_community""]"
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E18,350.0,120-29073-007,part_number_tokens[18],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",family_variant_anchor,part_family_variant,620.0,False,[],"[""family_variant_without_anchor_community""]"
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E19,350.0,120-29073-005,tesseract_attempts[0].part_number_tokens[17],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",family_variant_anchor,part_family_variant,620.0,False,[],"[""family_variant_without_anchor_community""]"
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E20,350.0,120-29073-007,tesseract_attempts[0].part_number_tokens[18],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",family_variant_anchor,part_family_variant,620.0,False,[],"[""family_variant_without_anchor_community""]"
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E21,350.0,120-29073-005,tesseract_attempts[1].part_number_tokens[16],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",family_variant_anchor,part_family_variant,620.0,False,[],"[""family_variant_without_anchor_community""]"
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E22,350.0,120-29073-007,tesseract_attempts[1].part_number_tokens[17],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",family_variant_anchor,part_family_variant,620.0,False,[],"[""family_variant_without_anchor_community""]"
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E23,350.0,120-29073-005,tesseract_attempts[2].part_number_tokens[16],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",family_variant_anchor,part_family_variant,620.0,False,[],"[""family_variant_without_anchor_community""]"
family_variant_anchor,ANCHOR_INJECTED,False,False,False,E24,350.0,120-29073-007,tesseract_attempts[2].part_number_tokens[17],family_variant_hit,False,False,120-29073-001,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000032,32,False,nearby_or_related_part_family_candidate,related_variant,False,"[""120-29073-001""]",answer_context_anchor_record,00000032.tif,ocr_route_scan_pack,False,False,v1,"[""28"", ""41"", ""tracenet_community_00028"", ""tracenet_community_00041""]",family_variant_anchor,part_family_variant,620.0,False,[],"[""family_variant_without_anchor_community""]"
similar_table_candidate,RETAINED_SUPPORT_CONTEXT,False,False,False,E31,150.0,"€ emennce

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE

PER STOCK PER STOCK

CH-SEC-UN-FIG ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER

120-48023-001 120-48024-001

25-21-00-81 -11 1

25-21-00-81 150 1 25-21-00-99 195 1

25-21-00-83 150 1 25-21-00-100] 195 1

25-21-00-84 -11 1 25-21-00-103 195 1

25-21-00-84 150 1 25-21-00-104 195 1

25-21-00-85 -11 1 25-21-00-105 195 1

25-21-00-85 150 1 25-21-00-106] 195 1

25-21-00-86 130 1 120-49362-001

25-21-00-88 190 1 25-21-00-06A 10 1

25-21-00-89 190 1 25-21-00-35A 10 2

25-21-00-90 -11 1 120-50674-001

25-21-00-90 190 1 25-21-00-67 90 1

25-21-00-93 190 1 25-21-00-68 90 1

25-21-00-94 -11 1 25-21-00-69 90 1

25-21-00-94 190 1 25-21-00-70 90 1

25-21-00-95 190 1 25-21-00-71 90 1

25-21-00-97 190",,,False,False,,trace_net_answer_context_anchor_injector_v1,False,t_p_120_1176_p000055,55,False,similar_table_candidate,weak_candidate,False,"[""120-29073-001""]",answer_context_anchor_record,00000055.tif,existing_context,False,False,v1,"[""1"", ""tracenet_community_00001""]",same_anchor_leiden_community_neighbor,same_anchor_leiden_community,560.0,True,"[""1"", ""tracenet_community_00001""]",[]
