page_number,page_id,source_operational_route,route_subtype,validated_operational_route,validation_decision,validation_status,validation_score,validator_contracts_executed,passed_validator_contracts,failed_validator_contracts,secondary_operational_routes,route_confidence_band,route_confidence_score,source_validator_required,source_multi_route_required,final_do_not_embed,qdrant_embedding_allowed,opensearch_index_allowed,ocr_text_word_count,part_number_count,validation_reasons,source_member,source_image_path,ocr_text_path
157,t_p_120_1176_p000157,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,69,1,[],00000157.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000157.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000157.txt
160,t_p_120_1176_p000160,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,74,1,[],00000160.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000160.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000160.txt
163,t_p_120_1176_p000163,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,82,1,[],00000163.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000163.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000163.txt
166,t_p_120_1176_p000166,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,80,1,[],00000166.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000166.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000166.txt
169,t_p_120_1176_p000169,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,67,1,[],00000169.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000169.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000169.txt
172,t_p_120_1176_p000172,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,75,1,[],00000172.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000172.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000172.txt
174,t_p_120_1176_p000174,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,66,1,[],00000174.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000174.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000174.txt
175,t_p_120_1176_p000175,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,66,1,[],00000175.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000175.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000175.txt
178,t_p_120_1176_p000178,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,66,1,[],00000178.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000178.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000178.txt
180,t_p_120_1176_p000180,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,66,1,[],00000180.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000180.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000180.txt
181,t_p_120_1176_p000181,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,105,1,[],00000181.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000181.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000181.txt
188,t_p_120_1176_p000188,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,100,1,[],00000188.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000188.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000188.txt
194,t_p_120_1176_p000194,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,119,1,[],00000194.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000194.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000194.txt
202,t_p_120_1176_p000202,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,108,1,[],00000202.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000202.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000202.txt
205,t_p_120_1176_p000205,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,102,1,[],00000205.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000205.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000205.txt
208,t_p_120_1176_p000208,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,119,1,[],00000208.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000208.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000208.txt
211,t_p_120_1176_p000211,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,100,1,[],00000211.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000211.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000211.txt
221,t_p_120_1176_p000221,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,109,1,[],00000221.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000221.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_strict_8192\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000221.txt
