page_id,page_number,source_member,source_image_sha256,source_operational_route,route_subtype,final_validated_operational_route,storage_decision,storage_reasons,postgres_graph_record,raw_tiff_reference_preserved,qdrant_embedding_allowed,opensearch_index_allowed,final_do_not_embed,validator_gated,invalid_operational_route,human_review_required,manual_review_required,answer_permission,can_answer_directly,can_prove_claims,source_truth_mutation_allowed,postgres_write_attempt,qdrant_write_attempt,opensearch_write_attempt,unsafe_record,source_retry_status,source_validation_decision,source_validation_score,source_validation_reasons,ocr_text_word_count,part_number_count
t_p_120_1176_p000011,11,,,table,table_or_index,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,retry_validated,retry_validated_primary_or_candidate_route,65.0,"['substantial_ocr_text', 'low_part_number_density', 'low_table_term_density']",,0
t_p_120_1176_p000012,12,,,blank,blank_candidate,blank,graph_only_blank,['blank_pages_are_recorded_in_graph_but_not_embedded'],True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['blank_subtype', 'empty_or_near_empty_ocr', 'no_part_number_tokens']",,0
t_p_120_1176_p000013,13,,,table,table_or_index,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,retry_validated,retry_validated_primary_or_candidate_route,65.0,"['substantial_ocr_text', 'low_part_number_density', 'low_table_term_density']",,0
t_p_120_1176_p000014,14,,,plain_text,review_required,plain_text,graph_only_validator_gated,['blocked_until_validator_or_retry_passes'],True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,55.0,"['no_candidate_probe_met_threshold', 'moderate_ocr_text', 'low_part_number_density', 'low_table_term_density']",,0
t_p_120_1176_p000015,15,,,plain_text,procedure_or_description,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['plain_text_subtype', 'meaningful_ocr_text', 'low_part_number_density', 'no_strong_row_structure', 'text_context_terms']",,0
t_p_120_1176_p000016,16,,,plain_text,procedure_or_description,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['plain_text_subtype', 'meaningful_ocr_text', 'low_part_number_density', 'no_strong_row_structure', 'text_context_terms']",,0
t_p_120_1176_p000017,17,,,image,image_visual_diagram,image,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['image_subtype', 'legacy_image_visual', 'sparse_ocr_text', 'concrete_visual_or_figure_signal', 'not_table_like']",,0
t_p_120_1176_p000018,18,,,image,image_visual_diagram,image,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['image_subtype', 'legacy_image_visual', 'sparse_ocr_text', 'concrete_visual_or_figure_signal', 'not_table_like']",,0
t_p_120_1176_p000019,19,,,image,image_visual_diagram,image,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['image_subtype', 'legacy_image_visual', 'sparse_ocr_text', 'concrete_visual_or_figure_signal', 'not_table_like']",,0
t_p_120_1176_p000020,20,,,table,table_or_index,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,retry_validated,retry_validated_primary_or_candidate_route,65.0,"['substantial_ocr_text', 'low_part_number_density', 'low_table_term_density']",,0
t_p_120_1176_p000021,21,,,plain_text,normal_text,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,90.0,"['plain_text_subtype', 'meaningful_ocr_text', 'low_part_number_density', 'no_strong_row_structure']",,0
t_p_120_1176_p000022,22,,,plain_text,procedure_or_description,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['plain_text_subtype', 'meaningful_ocr_text', 'low_part_number_density', 'no_strong_row_structure', 'text_context_terms']",,0
t_p_120_1176_p000023,23,,,plain_text,procedure_or_description,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['plain_text_subtype', 'meaningful_ocr_text', 'low_part_number_density', 'no_strong_row_structure', 'text_context_terms']",,0
t_p_120_1176_p000024,24,,,plain_text,normal_text,plain_text,validated_graph_and_semantic_index,['validated_nonblank_evidence_can_enter_semantic_index'],True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,90.0,"['plain_text_subtype', 'meaningful_ocr_text', 'low_part_number_density', 'no_strong_row_structure']",,0
t_p_120_1176_p000025,25,,,blank,blank_candidate,blank,graph_only_blank,['blank_pages_are_recorded_in_graph_but_not_embedded'],True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['blank_subtype', 'empty_or_near_empty_ocr', 'no_part_number_tokens']",,0
t_p_120_1176_p000026,26,,,plain_text,review_required,plain_text,graph_only_validator_gated,['blocked_until_validator_or_retry_passes'],True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,30.0,"['no_candidate_probe_met_threshold', 'low_part_number_density', 'low_table_term_density']",,0
t_p_120_1176_p000027,27,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000028,28,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000029,29,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,5
t_p_120_1176_p000030,30,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,20
t_p_120_1176_p000031,31,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,28
t_p_120_1176_p000032,32,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,20
t_p_120_1176_p000033,33,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,5
t_p_120_1176_p000034,34,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,2
t_p_120_1176_p000035,35,,,blank,blank_candidate,blank,graph_only_blank,['blank_pages_are_recorded_in_graph_but_not_embedded'],True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['blank_subtype', 'empty_or_near_empty_ocr', 'no_part_number_tokens']",,0
t_p_120_1176_p000036,36,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,16
t_p_120_1176_p000037,37,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,6
t_p_120_1176_p000038,38,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,11
t_p_120_1176_p000039,39,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,8
t_p_120_1176_p000040,40,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,9
t_p_120_1176_p000041,41,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,3
t_p_120_1176_p000042,42,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,8
t_p_120_1176_p000043,43,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,15
t_p_120_1176_p000044,44,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,10
t_p_120_1176_p000045,45,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,7
t_p_120_1176_p000046,46,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,8
t_p_120_1176_p000047,47,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,7
t_p_120_1176_p000048,48,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,3
t_p_120_1176_p000049,49,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,2
t_p_120_1176_p000050,50,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,16
t_p_120_1176_p000051,51,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,7
t_p_120_1176_p000052,52,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,3
t_p_120_1176_p000053,53,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,6
t_p_120_1176_p000054,54,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,5
t_p_120_1176_p000055,55,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,6
t_p_120_1176_p000056,56,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,100.0,"['table_subtype', 'strong_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,11
t_p_120_1176_p000057,57,,,table,detailed_parts_list,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,97.0,"['table_subtype', 'moderate_part_number_density', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,3
t_p_120_1176_p000058,58,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000059,59,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000060,60,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000061,61,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000062,62,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000063,63,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000064,64,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000065,65,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000066,66,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000067,67,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000068,68,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000069,69,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000070,70,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000071,71,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000072,72,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000073,73,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
t_p_120_1176_p000074,74,,,table,table_or_index,table,validated_graph_semantic_and_exact_index,['validated_table_or_exact_evidence_can_enter_semantic_and_exact_indexes'],True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,75.0,"['table_subtype', 'row_structure_signal', 'table_or_ipl_terms', 'ocr_text_present']",,0
