question_id,category,question,grade,runner_passed,llm_answered,llm_mode,task_type,answer_citation_count,valid_answer_citation_count,source_trace_ready_citation_count,invalid_answer_citation_count,unsupported_claim_count,summary_used_as_proof_count,llm_error,llm_retry_used,llm_fallback_used,llm_fallback_reason,reasoning_trace_path,answer_preview,run_dir
q11,limitations,What can TRACE-Net not prove about part number 120-50645-005?,GOOD,True,True,ollama,exact_part_lookup,8,8,8,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q11_6613ba_trace.json,"Answer:
Part number 120-50645-005 is present in source-trace-ready evidence and is associated with ""DOUBLE PASSENGER SEAT ASSY"" [E1] [O1] [T1] [V6].

Evidence:
- [E1] Exact-part evidence contains part number 120-50645-005 in field covered_part_number: 120-50645-005.
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the exact part lookup because multiple source-trace-ready proof records support the part number. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit,",local_data\organization\trace_net\llm_h16c_engram_30\r\q11_6613ba
q12,interchangeability,Is 120-50645-005 interchangeable with 120-50645-011?,GOOD,True,True,ollama,exact_part_lookup,8,8,8,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q12_04f8cb_trace.json,"Answer:
Part number 120-50645-005 is present in source-trace-ready evidence and is associated with ""DOUBLE PASSENGER SEAT ASSY"" [E1] [O1] [T1] [V6].

Evidence:
- [E1] Exact-part evidence contains part number 120-50645-005 in field covered_part_number: 120-50645-005.
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the exact part lookup because multiple source-trace-ready proof records support the part number. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit,",local_data\organization\trace_net\llm_h16c_engram_30\r\q12_04f8cb
q13,installation_safety,Does figure 69 prove installation safety?,GOOD,True,True,ollama,visual_part_identification,3,3,3,0,0,0,,True,False,full_prompt_failed_then_minimal_retry_succeeded: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q13_f179f3_trace.json,"Answer: Not proven. Figure 69 identifies part number 120-50645-005 as ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1], but the provided evidence does not contain information regarding installation safety.

Evidence:
- [V6] links figure 69 to part number 120",local_data\organization\trace_net\llm_h16c_engram_30\r\q13_f179f3
q14,fit_limit,Does figure 75 prove fit approval?,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q14_098f39_trace.json,"Answer:
Figure 75 is linked to part number 120-50645-011, ""DOUBLE PASSENGER SEAT ASSY"" [V7] [O2].

Evidence:
- [V7] Visual evidence links figure 75 to part number 120-50645-011 on page 327.
- [O2] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 328.
  OCR line: 75 - | 120-50645-011 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-011.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q14_098f39
q15,effectivity_limit,Does figure 91 prove aircraft effectivity?,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q15_30f10d_trace.json,"Answer:
Figure 91 is linked to part number 120-29068-003, ""STRUCTURE ASSY 00"" [V8] [O3].

Evidence:
- [V8] Visual evidence links figure 91 to part number 120-29068-003 on page 382.
- [O3] OCR-backed nomenclature gives ""STRUCTURE ASSY 00"" on page 384.
  OCR line: 91 - | 120-29068-003 STRUCTURE ASSY 00... ccceennseeeees VS4956 A REF
- [T1] Table/OCR proof supports part number 120-29068-003.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q15_30f10d
q16,troubleshooting,Why was nomenclature missing from the visual route evidence?,GOOD,True,True,ollama,troubleshooting_question,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q16_4d90ec_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q16_4d90ec
q17,troubleshooting,Why does the visual route need OCR nomenclature evidence?,GOOD,True,True,ollama,troubleshooting_question,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q17_6d0a39_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q17_6d0a39
q18,pipeline_recovery,What changed after the raw OCR nomenclature extractor was added?,GOOD,True,True,ollama,table_extraction_question,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q18_1578a9_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q18_1578a9
q19,source_page,What source page supports the nomenclature for Figure 69?,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q19_9c6c93_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q19_9c6c93
q20,source_page,Cite the proof for Figure 75's part number.,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,True,False,full_prompt_failed_then_minimal_retry_succeeded: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q20_72bfaf_trace.json,"Answer:
Figure 75 is linked to part number 120-50645-011, ""DOUBLE PASSENGER SEAT ASSY"" [V7] [O2].

Evidence:
- [V7] Visual evidence links figure 75 to part number 120-50645-011 on page 327.
- [O2] OCR text on page 328 identifies ""75 - | 120-50645-011 DOUBLE PASSENGER SEAT ASSY"".
- [T1] Table",local_data\organization\trace_net\llm_h16c_engram_30\r\q20_72bfaf
q21,replacement_limit,Is 120-50645-005 an approved replacement for 120-50645-011?,GOOD,True,True,ollama,exact_part_lookup,8,8,8,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q21_05a5f0_trace.json,"Answer:
Part number 120-50645-005 is present in source-trace-ready evidence and is associated with ""DOUBLE PASSENGER SEAT ASSY"" [E1] [O1] [T1] [V6].

Evidence:
- [E1] Exact-part evidence contains part number 120-50645-005 in field covered_part_number: 120-50645-005.
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the exact part lookup because multiple source-trace-ready proof records support the part number. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit,",local_data\organization\trace_net\llm_h16c_engram_30\r\q21_05a5f0
q22,installation_safety,Can I safely install 120-50645-005 based only on Figure 69?,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16c_engram_30\t\q22_8a240f_trace.json,"Answer:
Not proven. TRACE-Net can prove that Figure 69 is visually linked to part number 120-50645-005 [V6], and OCR-backed nomenclature identifies this part as ""DOUBLE PASSENGER SEAT ASSY"" [O1]. This identification is further supported by exact part evidence [E1] and table/OCR proof [T1].

However, the provided evidence only establishes identity and nomenclature; it does not provide proof of installation safety, fit approval, aircraft effectivity, or replacement approval.

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645",local_data\organization\trace_net\llm_h16c_engram_30\r\q22_8a240f
q23,nomenclature_summary,Summarize the evidence for DOUBLE PASSENGER SEAT ASSY.,GOOD,True,True,ollama,manual_section_summary,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q23_0489db_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q23_0489db
q24,nomenclature_summary,Which figures link to DOUBLE PASSENGER SEAT ASSY?,GOOD,True,True,ollama,general_engineering_question,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q24_697330_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q24_697330
q25,unknown_part,Find part number 999-99999-999 and cite the source.,PARTIAL,False,True,ollama,exact_part_lookup,0,0,0,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16c_engram_30\t\q25_ea6f4b_trace.json,"Answer: Not found / not source-trace-ready. No proof_context was available to identify or locate part number 999-99999-999.

Evidence:
- No proof context was available.

Engineering confidence:
LOW because the context pack contains no records for this part number. Nomenclature confidence: N/A.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q25_ea6f4b
q26,unknown_figure,What does figure 999 show?,PARTIAL,False,True,ollama,visual_part_identification,0,0,0,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16c_engram_30\t\q26_ec0bc5_trace.json,"Answer: Not found / not source-trace-ready. No information regarding the contents of figure 999 is available in the provided proof_context. TRACE-Net cannot identify or describe what figure 999 shows because no engineering evidence was supplied for this specific figure.

Evidence:
- No proof context was available.

Engineering confidence:
LOW because the context pack contains no records related to figure 999.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q26_ec0bc5
q27,evidence_explanation,Explain the difference between visual proof and OCR proof for Figure 69.,GOOD,True,True,ollama,comparison_question,3,3,3,0,0,0,,True,False,full_prompt_failed_then_minimal_retry_succeeded: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q27_1c4dc9_trace.json,"Answer:
The difference lies in the method of verification: visual proof ([V6]) establishes a direct visual link between Figure 69 and part number 120-50645-005 on page 315, whereas OCR proof ([O1]) provides machine-readable text extraction of the nomenclature ""DOUBLE PASSENGER SEAT ASSY"" from the specific line text on page 316.

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O",local_data\organization\trace_net\llm_h16c_engram_30\r\q27_1c4dc9
q28,route_explanation,What routes were required to answer what Figure 69 shows?,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q28_75703a_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q28_75703a
q29,summary_limit,Can v2 summaries alone prove Figure 69 part identity?,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q29_d11ba3_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
  OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q29_d11ba3
q30,limitations,Give the engineering limitations for Figure 91.,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,True,full_prompt_failed: RuntimeError: Ollama response did not contain answer text; retry_failed: RuntimeError: Ollama response did not contain answer text,local_data\organization\trace_net\llm_h16c_engram_30\t\q30_dfb8f0_trace.json,"Answer:
Figure 91 is linked to part number 120-29068-003, ""STRUCTURE ASSY 00"" [V8] [O3].

Evidence:
- [V8] Visual evidence links figure 91 to part number 120-29068-003 on page 382.
- [O3] OCR-backed nomenclature gives ""STRUCTURE ASSY 00"" on page 384.
  OCR line: 91 - | 120-29068-003 STRUCTURE ASSY 00... ccceennseeeees VS4956 A REF
- [T1] Table/OCR proof supports part number 120-29068-003.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16c_engram_30\r\q30_dfb8f0
