module,version,page_id,page_number,route,source_member,raw_tiff_reference,source_image_sha256,lineage_ready,contract_ready_targets,route_separation_status,route_separation_reasons,semantic_chunk_audit_status,semantic_chunk_audit_reasons,qdrant_payload_ready,opensearch_payload_ready,ocr_char_count,part_number_count,table_term_count,plain_term_count,image_term_count,blank_payload_violation,blocked_payload_violation,missing_lineage_payload_violation,route_payload_mismatch,audit_violations,retrieval_payload_audit_status,answer_permission,can_answer_directly,can_prove_claims,source_truth_mutation_allowed,postgres_write_attempt,qdrant_write_attempt,opensearch_write_attempt,write_attempted,dry_run_only
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000025,25,blank,00000025.tif,00000025.tif,1e8ccb46f8e2a719c1e391bc9d6a3e710751ed38c6a2ed1adbe7bf67896effde,True,"[""postgres_graph""]",PASS,"[""blank_not_loaded_to_retrieval""]",NOT_APPLICABLE,"[""no_semantic_chunk_expected_for_record""]",False,False,0,0,0,0,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000026,26,plain_text,00000026.tif,00000026.tif,482c8ffd82e33e55875c3141f2d9bc2ffd04dd0a9add706616152f3fa47e147a,True,"[""postgres_graph""]",WARNING,"[""plain_text_not_semantic_index_ready""]",NOT_APPLICABLE,"[""no_semantic_chunk_expected_for_record""]",False,False,148,0,1,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000027,27,table,00000027.tif,00000027.tif,801e84e8322961c2b1d391a76c9dc2ab789a2a2f8c9893b52ba2f6ff6bef32ba,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,0,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000028,28,table,00000028.tif,00000028.tif,d7fe2d8e289f1bb3ebe85f9e209ddae249b9aa82c13074a8aeec51c3cd00ec58,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,0,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000029,29,table,00000029.tif,00000029.tif,648ec2986c82d04d182c64e89aa12fb249cb62c9c127b840879aa08c7b8e80e7,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,2,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000030,30,table,00000030.tif,00000030.tif,ed6233c01f5cf0ca1cded97c189566e128f6a9ca80ee6eaf3c1f3bc144e0b207,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,999,12,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000031,31,table,00000031.tif,00000031.tif,b5ff9c0883b40d967c9eb0e699854f4b052d9bc814aff5f23dd670438988f329,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,16,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000032,32,table,00000032.tif,00000032.tif,01cbd80664aa7059ea6db1a2ad5cbde6c084b7eff65ee1eb4c66199e396680c0,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,999,12,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000033,33,table,00000033.tif,00000033.tif,6ceb4c57bf50bae72a68227541d696fadb3061a4c61b970d1d3a34a5c400d463,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,999,3,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000034,34,table,00000034.tif,00000034.tif,b5c88ec17c288fe2b79e89340ab4458110b8f1913bdbfb5135db31f377c3bf70,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,479,2,7,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000035,35,blank,00000035.tif,00000035.tif,ba86a9decd2f022565c16665e2f9704964d8aa9639d131d75ed3d878f3623eca,True,"[""postgres_graph""]",PASS,"[""blank_not_loaded_to_retrieval""]",NOT_APPLICABLE,"[""no_semantic_chunk_expected_for_record""]",False,False,0,0,0,0,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000036,36,table,00000036.tif,00000036.tif,694eb17f8eaf4c3330164626c3221adb4f417a3b6626ae51ad9d347e982fb9ea,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,9,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000037,37,table,00000037.tif,00000037.tif,21a57ad769f763ef5d1d71eaf7fda32b2d77a2dd80fec29122e29967f6f7e514,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,5,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000038,38,table,00000038.tif,00000038.tif,f1e5cdc190a911666b7e3cb909842cc8a54da8a96ff0f332e3151b0b4ffbce9b,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,7,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000039,39,table,00000039.tif,00000039.tif,cf3ead0071db78055b52e89eaabec8035071e320c756e97bcd24e5c8c104e8ab,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,3,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000040,40,table,00000040.tif,00000040.tif,8abcd8efc6617e9723d9e9aa27d64774d492e7b8dd66f4e908bf7eade815374c,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,2,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000041,41,table,00000041.tif,00000041.tif,36c99007748a4631e63c4196a907c28d3e0e4d3eb46289404dee416bdd010d2e,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,999,3,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000042,42,table,00000042.tif,00000042.tif,8f8f137c719e5278cd0122221826c2c6eabae43b4fab7a4b7cf3b35adbfb5244,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,999,5,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000043,43,table,00000043.tif,00000043.tif,5e01a0c542a57e698728787ba5cc4200bed284077da5b5adb2d9adff7231fef2,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,8,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000044,44,table,00000044.tif,00000044.tif,37b9f10ec494298972520493693cc7c0ddd96ad638ca889d5f2798b48ae28d9c,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,7,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000045,45,table,00000045.tif,00000045.tif,53cdcd406800ffd8f8c7f062ababe097a6126caa647f8522e563a824f52d46ef,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,5,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000046,46,table,00000046.tif,00000046.tif,26b6146548dc9fb23b9b0d77dd6534c883481eed5c5e2446f2ec40d37e042a37,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,4,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000047,47,table,00000047.tif,00000047.tif,d37bc74ecccd66ac4fb0e449abb7de4d99bb023035988132e087a8805994cc31,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,999,4,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000048,48,table,00000048.tif,00000048.tif,df6a74a3c6beb19e00922e329c04d28f1ab536b43f2eb0f7598d3ad4cd9306a9,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,3,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000049,49,table,00000049.tif,00000049.tif,2bee995de2523168f83f30860355b6be6fba0140fbd8933b7b06b97f1388679c,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,999,2,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000050,50,table,00000050.tif,00000050.tif,9ee4d4d61937ecbf5aadf56f4092e79043293a4d5ab153fcf55fa42ddbe8e44d,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,8,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000051,51,table,00000051.tif,00000051.tif,128c469bbb31db471750f61566452a9ec03719616a59dc92b33f6ef91935d922,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,998,7,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000052,52,table,00000052.tif,00000052.tif,705cb63f1050b86540725821b5dec8220f63ab8ac38c445654eb173262a88362,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,2,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000053,53,table,00000053.tif,00000053.tif,56d0e761205606bd53d3288722f738e6824dab60cb68bf8ec06e39bb19f1b5ff,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,5,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000054,54,table,00000054.tif,00000054.tif,1145f8508c6d17f4fe15abdc5e6714f1b1227d05b695c0b68faac0adc2c37334,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,3,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000055,55,table,00000055.tif,00000055.tif,be1a6d7a948bf87c345c9f3bc171ce7de6ac33be440ab0bebe8005f081b6e5ef,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,999,4,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000056,56,table,00000056.tif,00000056.tif,4e6fb9737a4927625baf671c159f866215d44d4d6f35f81716702e8ba1898304,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,8,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000057,57,table,00000057.tif,00000057.tif,794af0ee3c91b9cfec4e3d8bf486fd1b3a9fcb2322d1634f5121d3ead4452d5f,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,3,6,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000058,58,table,00000058.tif,00000058.tif,735337afb66d7bf1a8a6d2b7627709070161346ccc9d2a6d443346dc09f48761,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,0,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
trace_net_retrieval_payload_audit_v1,v1,t_p_120_1176_p000059,59,table,00000059.tif,00000059.tif,af975414bad97dc43d9b0a4f12be5749396aab69c0e08af9181e6a0702ab96ac,True,"[""postgres_graph"", ""qdrant"", ""opensearch""]",PASS,"[""table_route_has_exact_index_contract""]",PASS,"[""semantic_payload_lineage_and_route_gate_pass""]",True,True,1000,0,8,1,0,False,False,False,False,[],PASS,False,False,False,False,False,False,False,False,True
