question_id,category,question,grade,runner_passed,llm_answered,llm_mode,task_type,answer_citation_count,valid_answer_citation_count,source_trace_ready_citation_count,invalid_answer_citation_count,unsupported_claim_count,summary_used_as_proof_count,llm_error,reasoning_trace_path,answer_preview,run_dir
q11,limitations,What can TRACE-Net not prove about part number 120-50645-005?,GOOD,True,True,ollama,exact_part_lookup,10,10,10,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q11_6613ba_trace.json,"Answer:
TRACE-Net cannot prove any claims regarding the effectivity, interchangeability, fit, replacement approval, or installation safety of part number 120-50645-005.

**Can prove:**
Part number 120-50645-005 is present in source-trace-ready evidence [E1] [T1] and is associated with the nomenclature ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1]. Specifically, it is linked to figure 69 on page 315 [V6] and appears in OCR text on page 316 [O1].

**Cannot prove:**
The current evidence pack does not contain proof for the part's effectivity, interchangeability, fit, replacement approval, or installation safety.

Evidence:
- [E1] Exact-part evidence contains part number 120-50645-005 in field covered_part_number: 120-50645-005.
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on pa",local_data\organization\trace_net\llm_h14c_30\r\q11_6613ba
q12,interchangeability,Is 120-50645-005 interchangeable with 120-50645-011?,GOOD,True,True,ollama,exact_part_lookup,18,18,18,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q12_04f8cb_trace.json,"Answer: Not proven. TRACE-Net can prove part identity, nomenclature, figure/page links, and OCR/table support for both part numbers; however, it cannot prove interchangeability or replacement approval from the current evidence pack. 

Part number 120-50645-005 is identified in source-trace-ready evidence [E1] with the nomenclature ""DOUBLE PASSENGER SEAT ASSY"" [O1], linked to Figure 69 on page 315 [V6], and supported by table/OCR proof [T1]. Part number 120-50645-011 is identified in source-trace-ready evidence [E2] with the nomenclature ""DOUBLE PASSENGER SEAT ASSY"" [O2], linked to Figure 75 on page 327 [V7], and supported by table/OCR proof [T2]. While both parts share identical nomenclature [O1] [O2], shared nomenclature, nearby figures, or part-family similarity is not proof of interchan",local_data\organization\trace_net\llm_h14c_30\r\q12_04f8cb
q13,installation_safety,Does figure 69 prove installation safety?,GOOD,True,True,ollama,visual_part_identification,7,7,7,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q13_f179f3_trace.json,"Answer:
Not proven. Figure 69 does not provide evidence of installation safety. TRACE-Net can prove that figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1], and that this identification is supported by OCR and table data [O1] [T1]. However, the provided evidence does not support claims regarding installation safety, fit approval, effectivity, or replacement approval.

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature identifies the part as ""DOUBLE PASSENGER SEAT ASSY"" on page 316 (OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF).
- [T1] Table/OCR proof supports the existence of part number 120-50645-005.

Engineering confidence:
HIGH for the figure",local_data\organization\trace_net\llm_h14c_30\r\q13_f179f3
q14,fit_limit,Does figure 75 prove fit approval?,GOOD,True,True,ollama,visual_part_identification,7,7,7,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q14_098f39_trace.json,"Answer:
Not proven. Figure 75 does not provide evidence for fit approval. TRACE-Net can prove that figure 75 is linked to part number 120-50645-011, ""DOUBLE PASSENGER SEAT ASSY"" [V7] [O2], and that this nomenclature is supported by OCR and table data [O2] [T1]. However, TRACE-Net cannot prove installation safety, fit approval, effectivity, interchangeability, or replacement approval from the provided evidence.

Evidence:
- [V7] Visual evidence links figure 75 to part number 120-50645-011 on page 327.
- [O2] OCR-backed nomenclature identifies ""DOUBLE PASSENGER SEAT ASSY"" for figure 75 on page 328 (OCR line: 75 - | 120-50645-011 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF).
- [T1] Table/OCR proof supports the existence of part number 120-50645-011.

Engineering confidence:
HIGH for th",local_data\organization\trace_net\llm_h14c_30\r\q14_098f39
q15,effectivity_limit,Does figure 91 prove aircraft effectivity?,GOOD,True,True,ollama,visual_part_identification,6,6,6,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q15_30f10d_trace.json,"Answer: Not proven. TRACE-Net can prove that Figure 91 is linked to part number 120-29068-003 [V8] [O3] and that the associated nomenclature is ""STRUCTURE ASSY 00"" [O3]. However, the provided evidence does not contain information regarding aircraft effectivity, interchangeability, fit, replacement approval, or installation safety.

Evidence:
- [V8] Visual evidence links Figure 91 to part number 120-29068-003 on page 382.
- [O3] OCR-backed nomenclature identifies the figure as ""STRUCTURE ASSY 00"" on page 384.
- [T1] Table/OCR proof supports part number 120-29068-003.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove aircraft effectivity, in",local_data\organization\trace_net\llm_h14c_30\r\q15_30f10d
q16,troubleshooting,Why was nomenclature missing from the visual route evidence?,GOOD,True,True,ollama,troubleshooting_question,4,4,4,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q16_4d90ec_trace.json,"Answer:
The earlier visual route (`visual_figure_link`) establishes a figure-to-part link (e.g., Figure 69 to part number 120-50645-005 [V6]), but visual-link evidence alone should not be treated as clean nomenclature proof unless a source-trace-ready nomenclature field or OCR/table record supports it. The `ocr_nomenclature` route provides the line-text evidence for the part name (e.g., ""DOUBLE PASSENGER SEAT ASSY"" [O1]), and the nomenclature merger can carry that OCR-backed name into the visual evidence pack to recover description evidence when visual records lack a clean nomenclature field.

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature provides the text ""DOUBLE PASSENGER SEAT ASSY"" via line-text: ""69 - | 120-506",local_data\organization\trace_net\llm_h14c_30\r\q16_4d90ec
q17,troubleshooting,Why does the visual route need OCR nomenclature evidence?,GOOD,True,True,ollama,troubleshooting_question,3,3,3,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q17_6d0a39_trace.json,"Answer:
The visual route (`visual_figure_link`) establishes the identity link between a figure and a part number [V6, V7, V8], but this visual-link evidence alone should not be treated as clean nomenclature proof unless a source-trace-ready nomenclature field or an OCR/table record supports it. 

The OCR nomenclature route (`ocr_nomenclature`) is necessary because it provides the specific line-text evidence for the part name [O1, O2, O3]. This allows the pipeline to improve or recover description evidence when visual or table records alone lack a clean nomenclature field. The nomenclature merger can then carry this OCR-backed name into the final visual evidence pack.

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature p",local_data\organization\trace_net\llm_h14c_30\r\q17_6d0a39
q18,pipeline_recovery,What changed after the raw OCR nomenclature extractor was added?,GOOD,True,True,ollama,table_extraction_question,4,4,4,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q18_1578a9_trace.json,"Answer:
The addition of the raw OCR nomenclature extractor changed the pipeline by enabling the recovery and improvement of description evidence in cases where visual or table records alone lack a clean nomenclature field. While the earlier `visual_figure_link` route can establish a link between a figure and a part number (e.g., Figure 69 to 120-50645-005 [V6]), this visual-link evidence alone should not be treated as clean nomenclature proof unless a source-trace-ready nomenclature field or OCR/table record supports it. The `ocr_nomenclature` route provides specific line-text evidence for the part name (e.g., ""DOUBLE PASSENGER SEAT ASSY"" [O1, O2]), and the nomenclature merger can carry this OCR-backed name into the visual evidence pack to complete the description.

Evidence:
- [V6, V7, V8",local_data\organization\trace_net\llm_h14c_30\r\q18_1578a9
q19,source_page,What source page supports the nomenclature for Figure 69?,GOOD,True,True,ollama,visual_part_identification,4,4,4,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q19_9c6c93_trace.json,"Answer:
The nomenclature for Figure 69 (""DOUBLE PASSENGER SEAT ASSY"") is supported by page 316 via OCR-backed text [O1] and linked to the figure on page 315 through visual evidence [V6].

Evidence:
- [O1] OCR proof on page 316 provides the explicit nomenclature string for Figure 69, which is necessary to verify the exact alphanumeric description: ""69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF"".
- [V6] Visual evidence on page 315 provides the graphical link between Figure 69 and part number 120-50645-005, confirming the figure's identity in relation to the nomenclature.

Engineering confidence:
HIGH for the identification of the source pages and nomenclature because both OCR text (providing the string) and visual evidence (linking the figure to the part/name) are s",local_data\organization\trace_net\llm_h14c_30\r\q19_9c6c93
q20,source_page,Cite the proof for Figure 75's part number.,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q20_72bfaf_trace.json,"Answer:
Figure 75 is linked to part number 120-50645-011, ""DOUBLE PASSENGER SEAT ASSY"" [V7] [O2].

Evidence:
- Visual proof: [V7] provides visual evidence linking figure 75 to part number 120-50645-011 on page 327, establishing the graphic association between the figure and the part.
- OCR/Table proof: [O2] provides OCR-backed nomenclature identifying Figure 75 with part number 120-50645-011 as ""DOUBLE PASSENGER SEAT ASSY"" on page 328 (OCR line: `75 - | 120-50645-011 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF`). [T1] provides table/OCR proof supporting part number 120-50645-011.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready. Nomenclature confidence: HIGH.

Limits:
- This does not prove int",local_data\organization\trace_net\llm_h14c_30\r\q20_72bfaf
q21,replacement_limit,Is 120-50645-005 an approved replacement for 120-50645-011?,GOOD,True,True,ollama,exact_part_lookup,12,12,12,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q21_05a5f0_trace.json,"Answer: Not proven. TRACE-Net cannot prove that 120-50645-005 is an approved replacement for 120-50645-011 based on the provided evidence. 

TRACE-Net can confirm the following from the source-trace-ready evidence:
- Both part numbers are present in the documentation [E1, E2].
- Part number 120-50645-005 is associated with Figure 69 on page 315 [V6] and has the nomenclature ""DOUBLE PASSENGER SEAT ASSY"" [O1].
- Part number 120-50645-011 is associated with Figure 75 on page 327 [V7] and also has the nomenclature ""DOUBLE PASSENGER SEAT ASSY"" [O2].
- Table/OCR proof supports the existence of both parts in the records [T1, T2].

TRACE-Net cannot prove interchangeability, effectivity, fit, replacement approval, or installation safety. The fact that these two part numbers share identical nomencla",local_data\organization\trace_net\llm_h14c_30\r\q21_05a5f0
q22,installation_safety,Can I safely install 120-50645-005 based only on Figure 69?,GOOD,True,True,ollama,visual_part_identification,8,8,8,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q22_8a240f_trace.json,"Answer: Not proven. TRACE-Net can prove that Figure 69 is linked to part number 120-50645-005, identified as ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1], and that this part number is supported by OCR and table records [E1] [T1]. However, identification evidence regarding a part's nomenclature and figure link does not constitute proof of installation safety, fit approval, effectivity, or replacement approval.

Evidence:
- [V6] Visual evidence links Figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature identifies the part as ""DOUBLE PASSENGER SEAT ASSY"" for Figure 69 on page 316 (OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY).
- [E1] Exact-part evidence confirms part number 120-50645-005.
- [T1] Table/OCR proof supports the existence of part number 120-506",local_data\organization\trace_net\llm_h14c_30\r\q22_8a240f
q23,nomenclature_summary,Summarize the evidence for DOUBLE PASSENGER SEAT ASSY.,GOOD,True,True,ollama,manual_section_summary,12,12,12,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q23_0489db_trace.json,"Answer:
The nomenclature ""DOUBLE PASSEN\_PASSENGER SEAT ASSY"" is associated with two distinct part numbers in the provided evidence:
- Part number 120-50645-005 is linked to Figure 69 [V6] and confirmed via OCR line text [O1], supported by table proof [T1].
- Part number 120-50645-011 is linked to Figure 75 [V7] and confirmed via OCR line text [O2], supported by table proof [T2].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 as ""DOUBLE PASSENGER SEAT ASSY"" on page 315.
- [O1] OCR nomenclature for figure 69 identifies part number 120-50645-005 as ""DOUBLE PASSENGER SEAT ASSY"" on page 316 (Line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF).
- [T1] Table/OCR proof supports part number 120-50645-005.
- [V7] Visual evidence links figur",local_data\organization\trace_net\llm_h14c_30\r\q23_0489db
q24,nomenclature_summary,Which figures link to DOUBLE PASSENGER SEAT ASSY?,GOOD,True,True,ollama,general_engineering_question,10,10,10,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q24_697330_trace.json,"Answer:
Figure 69 [V6] [O1] and Figure 75 [V7] [O2] are linked to the nomenclature ""DOUBLE PASSENGER SEAT ASSY"".

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature for figure 69 identifies ""DOUBLE PASSENGER SEAT ASSY"" on page 316 (Line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY).
- [V7] Visual evidence links figure 75 to part number 120-50645-011 on page 327.
- [O2] OCR-backed nomenclature for figure 75 identifies ""DOUBLE PASSENGER SEAT ASSY"" on page 328 (Line: 75 - | 120-50645-011 DOUBLE PASSENGER SEAT ASSY).
- [T1] and [T2] provide table/OCR proof for part numbers 120-50645-005 and 120-50645-011 respectively.

Engineering confidence:
HIGH for the figure-to-nomenclature link because visual, OCR, and table/OCR ev",local_data\organization\trace_net\llm_h14c_30\r\q24_697330
q25,unknown_part,Find part number 999-99999-999 and cite the source.,PARTIAL,False,True,ollama,exact_part_lookup,0,0,0,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q25_ea6f4b_trace.json,"Answer:
not found / not source-trace-ready. TRACE-Net cannot find part number 999-99999-999 in the provided proof_context. There is no engineering evidence available to confirm the existence, nomenclature, or properties of this part number within the current context pack.

Evidence:
- No proof context was available.

Engineering confidence:
LOW to MEDIUM because the context pack has limited proof records. Nomenclature confidence: MEDIUM.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h14c_30\r\q25_ea6f4b
q26,unknown_figure,What does figure 999 show?,PARTIAL,False,True,ollama,visual_part_identification,0,0,0,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q26_ec0bc5_trace.json,"Answer: not found / not source-trace-ready. TRACE-Net cannot identify what figure 999 shows because there is no engineering evidence or documentation regarding this specific figure within the provided proof_context.

Evidence:
- No proof context was available.

Engineering confidence:
LOW to MEDIUM because the context pack has limited proof records. Nomenclature confidence: MEDIUM.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h14c_30\r\q26_ec0bc5
q27,evidence_explanation,Explain the difference between visual proof and OCR proof for Figure 69.,GOOD,True,True,ollama,comparison_question,9,9,9,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q27_1c4dc9_trace.json,"Answer:
For Figure 69, the difference between visual proof and OCR proof lies in how they establish the connection to part number 120-50645-005. Visual proof ([V6]) is used to directly link the figure to the part number and nomenclature on page 315 [V6]. OCR proof ([O1]) provides the machine-readable text string from page 316 that explicitly maps Figure 69 to the specific nomenclature ""DOUBLE PASSENGER SEAT ASSY"" via a line item [O1]. Table/OCR proof ([T1]) serves as additional structural support for the part number itself [T1].

Evidence:
- [V6] Visual evidence establishes the link between figure 69 and part number 120-50645-005 on page 315.
- [O1] OCR proof provides the specific text line: ""69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF"" on page 316.
- [T1] Table",local_data\organization\trace_net\llm_h14c_30\r\q27_1c4dc9
q28,route_explanation,What routes were required to answer what Figure 69 shows?,GOOD,True,True,ollama,visual_part_identification,6,6,6,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q28_75703a_trace.json,"Answer:
To determine what Figure 69 represents, three distinct evidentiary routes were required: visual identification of the figure link, OCR-based text extraction for nomenclature mapping, and table/OCR verification of the part number.

Evidence:
- Visual Proof: [V6] was used to visually link Figure 69 on page 315 to part number 120-50645-005 and the nomenclature ""DOUBLE PASSENGER SEAT ASSY"". This route is essential for establishing the primary graphical connection between the figure and the specific component.
- OCR Proof: [O1] provided the text-based mapping on page 316, where the line ""69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF"" explicitly associates figure number 69 with the part number and name. This route is necessary to provide a source-traceable, char",local_data\organization\trace_net\llm_h14c_30\r\q28_75703a
q29,summary_limit,Can v2 summaries alone prove Figure 69 part identity?,GOOD,True,True,ollama,visual_part_identification,8,8,8,0,0,0,,local_data\organization\trace_net\llm_h14c_30\t\q29_d11ba3_trace.json,"Answer: No, v2 summaries alone cannot prove Figure 69 part identity. TRACE-Net can prove that Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1], using visual evidence [V6], OCR-backed nomenclature [O1], and table/OCR proof [T1]. TRACE-Net cannot prove part identity from v2 summaries alone, as these summaries may guide planning/framing but are not used as source-traceable proof; all factual claims must be supported by `proof_context` citations.

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature gives ""DOUBLE PASSENGER SEAT ASSY"" for Figure 69 on page 316.
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part and nomenclature",local_data\organization\trace_net\llm_h14c_30\r\q29_d11ba3
