page_id,page_number,source_operational_route,route_subtype,source_validation_decision,source_validation_status,source_final_do_not_embed,ocr_word_count,part_number_count,ocr_sample_text,answer_permission,can_answer_directly,can_prove_claims,source_truth_mutation_allowed,unsafe_record,human_review_required,manual_review_required,postgres_write_attempt,qdrant_write_attempt,opensearch_write_attempt,retry_attempted,retry_status,retry_validation_decision,final_validated_operational_route,final_validation_score,final_validation_reasons,final_do_not_embed,qdrant_embedding_allowed,opensearch_index_allowed,candidate_probe_results
t_p_120_1176_p000011,11,table,table_or_index,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,264,0,,False,False,False,False,False,False,False,False,False,False,True,retry_validated,retry_validated_primary_or_candidate_route,plain_text,65.0,"[""substantial_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",False,True,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""table_subtype_prior""], ""route"": ""table"", ""score"": 10.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": true, ""qdrant_embedding_allowed"": true, ""reasons"": [""substantial_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 65.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""no_part_numbers""], ""route"": ""image"", ""score"": 10.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000012,12,blank,blank_candidate,validated_primary_route,PASS,True,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,blank,100.0,"[""blank_subtype"", ""empty_or_near_empty_ocr"", ""no_part_number_tokens""]",True,False,False,[]
t_p_120_1176_p000013,13,table,table_or_index,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,84,0,,False,False,False,False,False,False,False,False,False,False,True,retry_validated,retry_validated_primary_or_candidate_route,plain_text,65.0,"[""substantial_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",False,True,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""table_subtype_prior""], ""route"": ""table"", ""score"": 10.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": true, ""qdrant_embedding_allowed"": true, ""reasons"": [""substantial_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 65.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr"", ""no_part_numbers""], ""route"": ""image"", ""score"": 30.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000014,14,plain_text,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,75,0,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,55.0,"[""no_candidate_probe_met_threshold"", ""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""moderate_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 55.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr"", ""no_part_numbers""], ""route"": ""image"", ""score"": 30.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000015,15,plain_text,procedure_or_description,validated_primary_route,PASS,False,305,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,plain_text,100.0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",False,True,False,[]
t_p_120_1176_p000016,16,plain_text,procedure_or_description,validated_primary_route,PASS,False,223,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,plain_text,100.0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",False,True,False,[]
t_p_120_1176_p000017,17,image,image_visual_diagram,validated_primary_route,PASS,False,39,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,image,100.0,"[""image_subtype"", ""legacy_image_visual"", ""sparse_ocr_text"", ""concrete_visual_or_figure_signal"", ""not_table_like""]",False,True,False,[]
t_p_120_1176_p000018,18,image,image_visual_diagram,validated_primary_route,PASS,False,43,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,image,100.0,"[""image_subtype"", ""legacy_image_visual"", ""sparse_ocr_text"", ""concrete_visual_or_figure_signal"", ""not_table_like""]",False,True,False,[]
t_p_120_1176_p000019,19,image,image_visual_diagram,validated_primary_route,PASS,False,53,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,image,100.0,"[""image_subtype"", ""legacy_image_visual"", ""sparse_ocr_text"", ""concrete_visual_or_figure_signal"", ""not_table_like""]",False,True,False,[]
t_p_120_1176_p000020,20,table,table_or_index,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,273,0,,False,False,False,False,False,False,False,False,False,False,True,retry_validated,retry_validated_primary_or_candidate_route,plain_text,65.0,"[""substantial_ocr_text"", ""low_part_number_density"", ""low_table_term_density""]",False,True,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""table_subtype_prior""], ""route"": ""table"", ""score"": 10.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": true, ""qdrant_embedding_allowed"": true, ""reasons"": [""substantial_ocr_text"", ""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 65.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""no_part_numbers""], ""route"": ""image"", ""score"": 10.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000021,21,plain_text,normal_text,validated_primary_route,PASS,False,237,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,plain_text,90.0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure""]",False,True,False,[]
t_p_120_1176_p000022,22,plain_text,procedure_or_description,validated_primary_route,PASS,False,192,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,plain_text,100.0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",False,True,False,[]
t_p_120_1176_p000023,23,plain_text,procedure_or_description,validated_primary_route,PASS,False,287,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,plain_text,100.0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",False,True,False,[]
t_p_120_1176_p000024,24,plain_text,normal_text,validated_primary_route,PASS,False,116,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,plain_text,90.0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure""]",False,True,False,[]
t_p_120_1176_p000025,25,blank,blank_candidate,validated_primary_route,PASS,True,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,blank,100.0,"[""blank_subtype"", ""empty_or_near_empty_ocr"", ""no_part_number_tokens""]",True,False,False,[]
t_p_120_1176_p000026,26,plain_text,review_required,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,True,20,0,,False,False,False,False,False,False,False,False,False,False,True,retry_unresolved_validator_gated,validator_gated_unresolved_after_retry,,30.0,"[""no_candidate_probe_met_threshold"", ""low_part_number_density"", ""low_table_term_density""]",True,False,False,"[{""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""low_part_number_density"", ""low_table_term_density""], ""route"": ""plain_text"", ""score"": 30.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": true, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [], ""route"": ""table"", ""score"": 0.0}, {""final_do_not_embed"": false, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": true, ""reasons"": [""sparse_ocr"", ""no_part_numbers""], ""route"": ""image"", ""score"": 30.0}, {""final_do_not_embed"": true, ""opensearch_index_allowed"": false, ""passed"": false, ""qdrant_embedding_allowed"": false, ""reasons"": [""no_part_numbers"", ""blank_subtype_or_empty_sample""], ""route"": ""blank"", ""score"": 30.0}]"
t_p_120_1176_p000027,27,table,table_or_index,validated_primary_route,PASS,False,303,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000028,28,table,table_or_index,validated_primary_route,PASS,False,305,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000029,29,table,detailed_parts_list,validated_primary_route,PASS,False,281,5,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000030,30,table,detailed_parts_list,validated_primary_route,PASS,False,268,20,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000031,31,table,detailed_parts_list,validated_primary_route,PASS,False,246,28,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000032,32,table,detailed_parts_list,validated_primary_route,PASS,False,220,20,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000033,33,table,detailed_parts_list,validated_primary_route,PASS,False,304,5,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000034,34,table,table_or_index,validated_primary_route,PASS,False,70,2,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000035,35,blank,blank_candidate,validated_primary_route,PASS,True,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,blank,100.0,"[""blank_subtype"", ""empty_or_near_empty_ocr"", ""no_part_number_tokens""]",True,False,False,[]
t_p_120_1176_p000036,36,table,detailed_parts_list,validated_primary_route,PASS,False,264,16,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000037,37,table,detailed_parts_list,validated_primary_route,PASS,False,300,6,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000038,38,table,detailed_parts_list,validated_primary_route,PASS,False,276,11,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000039,39,table,detailed_parts_list,validated_primary_route,PASS,False,308,8,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000040,40,table,detailed_parts_list,validated_primary_route,PASS,False,297,9,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000041,41,table,detailed_parts_list,validated_primary_route,PASS,False,319,3,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000042,42,table,detailed_parts_list,validated_primary_route,PASS,False,293,8,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000043,43,table,detailed_parts_list,validated_primary_route,PASS,False,292,15,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000044,44,table,detailed_parts_list,validated_primary_route,PASS,False,274,10,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000045,45,table,detailed_parts_list,validated_primary_route,PASS,False,308,7,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000046,46,table,detailed_parts_list,validated_primary_route,PASS,False,283,8,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000047,47,table,detailed_parts_list,validated_primary_route,PASS,False,264,7,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000048,48,table,detailed_parts_list,validated_primary_route,PASS,False,287,3,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000049,49,table,table_or_index,validated_primary_route,PASS,False,295,2,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000050,50,table,detailed_parts_list,validated_primary_route,PASS,False,268,16,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000051,51,table,detailed_parts_list,validated_primary_route,PASS,False,280,7,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000052,52,table,detailed_parts_list,validated_primary_route,PASS,False,293,3,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000053,53,table,detailed_parts_list,validated_primary_route,PASS,False,281,6,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000054,54,table,detailed_parts_list,validated_primary_route,PASS,False,288,5,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000055,55,table,detailed_parts_list,validated_primary_route,PASS,False,282,6,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000056,56,table,detailed_parts_list,validated_primary_route,PASS,False,285,11,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,100.0,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000057,57,table,detailed_parts_list,validated_primary_route,PASS,False,294,3,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,97.0,"[""table_subtype"", ""moderate_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000058,58,table,table_or_index,validated_primary_route,PASS,False,289,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000059,59,table,table_or_index,validated_primary_route,PASS,False,291,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000060,60,table,table_or_index,validated_primary_route,PASS,False,292,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000061,61,table,table_or_index,validated_primary_route,PASS,False,285,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000062,62,table,table_or_index,validated_primary_route,PASS,False,289,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000063,63,table,table_or_index,validated_primary_route,PASS,False,287,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000064,64,table,table_or_index,validated_primary_route,PASS,False,294,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000065,65,table,table_or_index,validated_primary_route,PASS,False,277,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000066,66,table,table_or_index,validated_primary_route,PASS,False,301,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000067,67,table,table_or_index,validated_primary_route,PASS,False,274,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000068,68,table,table_or_index,validated_primary_route,PASS,False,332,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000069,69,table,table_or_index,validated_primary_route,PASS,False,291,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000070,70,table,table_or_index,validated_primary_route,PASS,False,304,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000071,71,table,table_or_index,validated_primary_route,PASS,False,281,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000072,72,table,table_or_index,validated_primary_route,PASS,False,275,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000073,73,table,table_or_index,validated_primary_route,PASS,False,284,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000074,74,table,table_or_index,validated_primary_route,PASS,False,290,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
t_p_120_1176_p000075,75,table,table_or_index,validated_primary_route,PASS,False,288,0,,False,False,False,False,False,False,False,False,False,False,False,not_needed_already_validated,already_validated,table,75.0,"[""table_subtype"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",False,True,True,[]
