question_id,category,question,grade,runner_passed,llm_answered,llm_mode,task_type,answer_citation_count,valid_answer_citation_count,source_trace_ready_citation_count,invalid_answer_citation_count,unsupported_claim_count,summary_used_as_proof_count,llm_error,llm_retry_used,llm_fallback_used,llm_fallback_reason,reasoning_trace_path,answer_preview,run_dir
q11,limitations,What can TRACE-Net not prove about part number 120-50645-005?,GOOD,True,True,ollama,exact_part_lookup,14,14,14,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q11_6613ba_trace.json,"**Answer:**
The operational status, suitability, and installation-related claims for part number 120-50645-005 are not proven.

**Can prove:**
TRACE-Net can prove that part number 120-50645-005 is present in the source-trace-ready evidence [E1] [T1] and is associated with the nomenclature ""DOUBLE PASSENGER SEAT ASSY"" [O1] [V6]. It can also prove the part's association with Figure 69 on page 315 [V6] and its identification via OCR on page 316 [O1].

**Cannot prove:**
TRACE-Net cannot prove the interchangeability, effectivity, fit, replacement approval, or installation safety of part number 120-50645-005.

**Evidence:**
- [E1] Exact-part evidence contains part number 120-50645-005.
- [V6] Visual evidence links Figure 69 to part number 120-50645-005 on page 315 with the nomenclature ""DOUBLE P",local_data\organization\trace_net\llm_h16d_engram_30\r\q11_6613ba
q12,interchangeability,Is 120-50645-005 interchangeable with 120-50645-011?,GOOD,True,True,ollama,exact_part_lookup,16,16,16,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q12_04f8cb_trace.json,"Answer: Not proven. 

TRACE-Net can prove that part number 120-50645-005 [E1] [T1] is identified in the source evidence with the nomenclature ""DOUBLE PASSENGER SEAT ASSY"" [O1] and is linked to figure 69 [V6]. Similarly, TRACE-Net can prove that part number 120-50645-011 [E2] [T2] is identified with the same nomenclature ""DOUBLE PASSENGER SEAT ASSY"" [O2] and is linked to figure 75 [V7]. 

However, shared nomenclature, nearby figures, or part-family similarity are not proof of interchangeability or replacement approval. TRACE-Net cannot prove interchangeability, effectivity, fit, replacement approval, or installation safety from the current evidence pack.

Evidence:
- [E1] Exact-part evidence contains part number 120-50645-005.
- [E2] Exact-part evidence contains part number 120-50645-011.
-",local_data\organization\trace_net\llm_h16d_engram_30\r\q12_04f8cb
q13,installation_safety,Does figure 69 prove installation safety?,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q13_f179f3_trace.json,"Answer: Not proven. Figure 69 provides visual and OCR-backed evidence linking to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature provides the name ""DOUBLE PASSENGER SEAT ASSY"" for figure 69 on page 316 (OCR line: `69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF`).
- [T1] Table/OCR proof supports part number 120-50645-005.

Engineering confidence:
HIGH for the figure-to-part identity and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready.

Limits:
- This identification evidence does not prove installation safety, fit approval, aircraft effectivity, interchangeability, or replacement approval.",local_data\organization\trace_net\llm_h16d_engram_30\r\q13_f179f3
q14,fit_limit,Does figure 75 prove fit approval?,GOOD,True,True,ollama,visual_part_identification,8,8,8,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q14_098f39_trace.json,"Answer: Not proven. Figure 75 provides evidence for part number 120-50645-011, ""DOUBLE PASSENGER SEAT ASSY"" [V7] [O2]. TRACE-Net can prove the figure-to-part identity, nomenclature, and part number via visual links [V7], OCR line text [O2], and table/OCR support [T1].

Evidence:
- [V7] Visual evidence links Figure 75 to part number 120-50645-011 on page 327.
- [O2] OCR-backed nomenclature provides ""DOUBLE PASSENGER SEAT ASSY"" for figure 75 on page 328 (Line: `75 - | 120-50645-011 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF`).
- [T1] Table/OCR proof supports part number 120-50645-011.

Engineering confidence:
HIGH for the figure-to-part identity and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready.

Limits:
This does not prove installation safety, fi",local_data\organization\trace_net\llm_h16d_engram_30\r\q14_098f39
q15,effectivity_limit,Does figure 91 prove aircraft effectivity?,GOOD,True,True,ollama,visual_part_identification,6,6,6,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q15_30f10d_trace.json,"Answer: Not proven. 

TRACE-Net can prove that Figure 91 is visually linked to part number 120-29068-003 [V8] and that the OCR-backed nomenclature for this figure/part is ""STRUCTURE ASSY 00"" [O3], with supporting table/OCR evidence for the part number [T1]. However, identification evidence of a figure or part does not constitute proof of aircraft effectivity, installation safety, fit approval, or replacement approval.

Evidence:
- [V8] Visual evidence links figure 91 to part number 120-29068-003 on page 382.
- [O3] OCR-backed nomenclature provides ""STRUCTURE ASSY 00"" for figure 91 on page 384.
- [T1] Table/OCR proof supports part number 120-29068-003.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are source-trace-ready.",local_data\organization\trace_net\llm_h16d_engram_30\r\q15_30f10d
q16,troubleshooting,Why was nomenclature missing from the visual route evidence?,GOOD,True,True,ollama,troubleshooting_question,6,6,6,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q16_4d90ec_trace.json,"Answer:
The nomenclature was missing from the visual route because the `visual_figure_link` process establishes figure-to-part identity (e.g., linking Figure 69 to part number 120-50645-005 [V6]) but does not inherently provide clean, source-trace-ready nomenclature proof. The `ocr_nomenclature` route is used to provide OCR-backed line-text evidence (e.g., ""DOUBLE PASSENGER SEAT ASSY"" [O1]) to recover or improve description evidence when visual/table records alone lack a clean nomenclature field.

Evidence:
- [V6] demonstrates the `visual_figure_link` establishing the link between figure 69 and part number 120-50645-005.
- [O1] provides the `ocr_nomenclature` via OCR line text: ""69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF"".

Engineering confidence:
HIGH for the ",local_data\organization\trace_net\llm_h16d_engram_30\r\q16_4d90ec
q17,troubleshooting,Why does the visual route need OCR nomenclature evidence?,GOOD,True,True,ollama,troubleshooting_question,4,4,4,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q17_6d0a39_trace.json,"Answer:
The visual route (`visual_figure_link`) establishes the identity between a figure and a part number [V6], but this link alone should not be treated as clean nomenclature proof unless supported by an OCR or table record. The `ocr_nomenclature` route provides the necessary line-text evidence for the part name (e.g., ""69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY..."" [O1]). This OCR-backed nomenclature is required to improve or recover description evidence when visual/table records alone lack a clean, unambiguous nomenclature field; the nomenclature merger can then carry this OCR-backed name into the visual evidence pack.

Evidence:
- [V6] Visual evidence links figure 69 to part number 120-50645-005.
- [O1] OCR nomenclature provides the specific line-text ""69 - | 120-50645-005 DOUBL",local_data\organization\trace_net\llm_h16d_engram_30\r\q17_6d0a39
q18,pipeline_recovery,What changed after the raw OCR nomenclature extractor was added?,GOOD,True,True,ollama,table_extraction_question,6,6,6,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q18_1578a9_trace.json,"Answer:
The addition of the raw OCR nomenclature extractor changed the pipeline by providing a secondary route to recover description evidence when visual or table records lack a clean nomenclature field. While the `visual_figure_link` route establishes the identity between a figure and a part number (e.g., Figure 69 is linked to part number 120-50645-005 [V6]), it does not inherently provide the text-based description. The `ocr_nomenclature` route provides OCR-backed line-text evidence for the part name (e.g., ""DOUBLE PASSENGER SEAT ASSY"" [O1]), allowing the nomenclature merger to carry that extracted wording into the visual evidence pack.

Evidence:
- The `visual_figure_link` route establishes figure-to-part identity, such as Figure 69 being linked to part number 120-50645-005 [V6].
- Th",local_data\organization\trace_net\llm_h16d_engram_30\r\q18_1578a9
q19,source_page,What source page supports the nomenclature for Figure 69?,GOOD,True,True,ollama,visual_part_identification,6,6,6,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q19_9c6c93_trace.json,"Answer:
The nomenclature for Figure 69 (""DOUBLE PASSENGER SEAT ASSY"") is supported by page 316 via OCR [O1], with the visual link between Figure 69 and this nomenclature established on page 315 [V6].

Evidence:
- Visual proof: [V6] on page 315 establishes the identity link between figure 69 and part number 120-50645-005, which carries the associated nomenclature.
- OCR proof: [O1] on page 316 provides the explicit text-based nomenclature for item 69 as ""DOUBLE PASSENGER SEAT ASSY"" via the following line: `69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF`.

Engineering confidence:
HIGH because both visual identification [V6] and OCR-backed text [O1] are source-trace-ready.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or in",local_data\organization\trace_net\llm_h16d_engram_30\r\q19_9c6c93
q20,source_page,Cite the proof for Figure 75's part number.,GOOD,True,True,ollama,visual_part_identification,5,5,5,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q20_72bfaf_trace.json,"Answer:
Figure 75 is linked to part number 120-50645-011, ""DOUBLE PASSENGER SEAT ASSY"" [V7] [O2].

Evidence:
- Visual Proof: [V7] provides visual evidence on page 327 that establishes the identity link between Figure 75 and part number 120-50645-011. This is necessary to confirm the figure-to-part relationship.
- OCR/Nomenclature Proof: [O2] provides OCR-backed text on page 328, specifically ""75 - | 120-50645-011 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF"". This is necessary to confirm the nomenclature and part number association for Figure 75 via text.
- Table/OCR Proof: [T1] provides table-based OCR proof supporting the existence of part number 120-50645-011.

Engineering confidence:
HIGH for the figure-to-part and nomenclature claim because visual, OCR, and table/OCR proof are s",local_data\organization\trace_net\llm_h16d_engram_30\r\q20_72bfaf
q21,replacement_limit,Is 120-50645-005 an approved replacement for 120-50645-011?,GOOD,True,True,ollama,exact_part_lookup,16,16,16,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q21_05a5f0_trace.json,"Answer: Not proven. 

TRACE-Net can prove that both part numbers are present in the source-trace-ready evidence and share identical nomenclature. Part number 120-50645-005 [E1] is identified as ""DOUBLE PASSENGER SEAT ASSY"" [O1] and linked to Figure 69 [V6] on page 315, with supporting table/OCR data [T1]. Similarly, part number 120-50645-011 [E2] is identified as ""DOUBLE PASSENGER SEAT ASSY"" [O2] and linked to Figure 75 [V7] on page 327, with supporting table/OCR data [T2].

TRACE-Net cannot prove that 120-50645-005 is an approved replacement for 120-50645-011. The provided evidence does not contain information regarding interchangeability, fit, effectivity, or replacement approval. Shared nomenclature and the presence of both parts within the same document are not proof of interchangeabil",local_data\organization\trace_net\llm_h16d_engram_30\r\q21_05a5f0
q22,installation_safety,Can I safely install 120-50645-005 based only on Figure 69?,GOOD,True,True,ollama,visual_part_identification,8,8,8,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q22_8a240f_trace.json,"Answer: Not proven. 

TRACE-Net can prove that Figure 69 is visually linked to part number 120-50645-005 [V6] and that OCR evidence identifies this part as ""DOUBLE PASSENGER SEAT ASSY"" [O1]. This identification is further supported by exact part number evidence [E1] and table/OCR proof [T1].

However, TRACE-Net cannot prove installation safety, fit approval, effectivity, or replacement approval from the provided evidence. Identification of a part within a figure does not constitute authorization for installation.

Evidence:
- [V6] Visual evidence links Figure 69 to part number 120-50645-005 on page 315.
- [O1] OCR-backed nomenclature identifies part 120-50645-005 as ""DOUBLE PASSENGER SEAT ASSY"" on page 316 (Line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF).
- [",local_data\organization\trace_net\llm_h16d_engram_30\r\q22_8a240f
q23,nomenclature_summary,Summarize the evidence for DOUBLE PASSENGER SEAT ASSY.,GOOD,True,True,ollama,manual_section_summary,10,10,10,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q23_0489db_trace.json,"Answer:
The nomenclature ""DOUBLE PASSENGER SEAT ASSY"" is associated with two different part numbers: 120-50645-005, which is linked to Figure 69 [V6] [O1], and 120-50645-011, which is linked to Figure 75 [V7] [O2].

Evidence:
- **For Part Number 120-50645-005:**
    - [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
    - [O1] OCR-backed nomenclature provides ""DOUBLE PASSENGER SEAT ASSY"" on page 316.
      OCR line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
    - [T1] Table/OCR proof supports part number 120-50645-005.
- **For Part Number 120-50645-011:**
    - [V7] Visual evidence links figure 75 to part number 120-50645-011 on page 327.
    - [O2] OCR-backed nomenclature provides ""DOUBLE PASSENGER SEAT ASSY"" on page 328.
      O",local_data\organization\trace_net\llm_h16d_engram_30\r\q23_0489db
q24,nomenclature_summary,Which figures link to DOUBLE PASSENGER SEAT ASSY?,GOOD,True,True,ollama,general_engineering_question,10,10,10,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q24_697330_trace.json,"Answer:
Figure 69 is linked to part number 120-50645-005, ""DOUBLE PASSENGER SEAT ASSY"" [V6] [O1].
Figure 75 is linked to part number 120-50645-011, ""DOUBLE PASSENGER SEAT ASSY"" [V7] [O2].

Evidence:
- For Figure 69:
    - [V6] Visual evidence links figure 69 to part number 120-50645-005 on page 315.
    - [O1] OCR-backed nomenclature identifies ""DOUBLE PASSENGER SEAT ASSY"" for this part on page 316 (Line: 69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF).
    - [T1] Table/OCR proof supports the existence of part number 120-50645-005.
- For Figure 75:
    - [V7] Visual evidence links figure 75 to part number 120-50645-011 on page 327.
    - [O2] OCR-backed nomenclature identifies ""DOUBLE PASSENGER SEAT ASSY"" for this part on page 328 (Line: 75 - | 120-50645-011 DOUBLE",local_data\organization\trace_net\llm_h16d_engram_30\r\q24_697330
q25,unknown_part,Find part number 999-99999-999 and cite the source.,PARTIAL,False,True,ollama,exact_part_lookup,0,0,0,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q25_ea6f4b_trace.json,"Answer: Not found / not source-trace-ready. No proof_context was available to identify or locate part number 999-99999-999. TRACE-Net cannot provide any engineering evidence for this part number from the current context pack.

Evidence:
- No proof context was available.

Engineering confidence:
LOW because the context pack has no records for this part number. Nomenclature confidence: N/A.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16d_engram_30\r\q25_ea6f4b
q26,unknown_figure,What does figure 999 show?,PARTIAL,False,True,ollama,visual_part_identification,0,0,0,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q26_ec0bc5_trace.json,"Answer:
not found / not source-trace-ready. TRACE-Net cannot identify what Figure 999 shows because no proof_context was provided for this specific figure.

Evidence:
- No proof context was available.

Engineering confidence:
LOW because the context pack contains no records regarding Figure 999.

Limits:
- This does not prove interchangeability, effectivity, fit, replacement approval, or installation safety.
- V2 summaries, when present, are guidance only and are not used as proof in this answer.",local_data\organization\trace_net\llm_h16d_engram_30\r\q26_ec0bc5
q27,evidence_explanation,Explain the difference between visual proof and OCR proof for Figure 69.,GOOD,True,True,ollama,comparison_question,9,9,9,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q27_1c4dc9_trace.json,"Answer:
For Figure 69, visual proof and OCR proof serve distinct roles in establishing part identity:

*   **Visual Proof**: This type of evidence establishes a figure-to-part identity by visually linking a specific figure number to a part number and nomenclature on a page [V6]. It is used to confirm that the graphical element (Figure 69) corresponds to the intended component, such as part number 120-50645-005 [V6].
*   **OCR/Table Proof**: This type of evidence provides text-based verification through machine-readable data. OCR proof ([O1]) extracts specific line text—such as ""69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF""—to provide the nomenclature and part number associated with the figure [O1]. Table/OCR proof ([T1]) further supports the existence of the part",local_data\organization\trace_net\llm_h16d_engram_30\r\q27_1c4dc9
q28,route_explanation,What routes were required to answer what Figure 69 shows?,GOOD,True,True,ollama,visual_part_identification,6,6,6,0,0,0,,False,False,,local_data\organization\trace_net\llm_h16d_engram_30\t\q28_75703a_trace.json,"Answer:
To determine what Figure 69 shows, two distinct routes were required: a visual identification route to link the figure number to a specific part and name [V6], and an OCR/table extraction route to provide textual confirmation of that identity via nomenclature and part number verification [O1] [T1].

Evidence:
- Visual Proof: [V6] provides the visual link on page 315, which is necessary to establish the figure-to-part identity by connecting Figure 69 to part number 120-50645-005 and ""DOUBLE PASSENGER SEAT ASSY"".
- OCR/Table Proof: [O1] provides the OCR-backed nomenclature on page 316, which is necessary to confirm the text-based identity of Figure 69 via the specific line text: ""69 - | 120-50645-005 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF"". [T1] provides table/OCR proof f",local_data\organization\trace_net\llm_h16d_engram_30\r\q28_75703a
